pair_indices,doc1_full_text,doc2_full_text,full_prompt,raw_llm_response,constraint_type,constraint
"(604, 696)",Well that's something I never expected 2 read!Microsoft's #Linux love affair leads it to join The Linux Foundation,Microsoft is extending it's reach and joining the Linux Foundation. Read about it here!,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Well that's something I never expected 2 read!Microsoft's #Linux love affair leads it to join The Linux Foundation
Snippet 2: Microsoft is extending it's reach and joining the Linux Foundation. Read about it here!
",YES,Must-Link,"('MUST', (604, 696))"
"(626, 997)","In Aleppo, Death Is Everywhere #UKPolitics",From Death to Death. No where else to go. #Aleppo #Syria #standwithaleppo,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: In Aleppo, Death Is Everywhere #UKPolitics
Snippet 2: From Death to Death. No where else to go. #Aleppo #Syria #standwithaleppo
",NO,Cannot-Link,"('CANNOT', (626, 997))"
"(266, 1282)",Microsoft Joins The Linux Foundation,#TheLinuxFoundation Microsoft's open source love fest continues as it joins Linux Foundation. Read more:,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Microsoft Joins The Linux Foundation
Snippet 2: #TheLinuxFoundation Microsoft's open source love fest continues as it joins Linux Foundation. Read more:
",YES,Must-Link,"('MUST', (266, 1282))"
"(764, 1257)","Please, make @user sing the song once again #BeautyAndTheBeast !",@user @user @user a reunion is expected. plz sing the theme song #Beautyandthebeast,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Please, make @user sing the song once again #BeautyAndTheBeast !
Snippet 2: @user @user @user a reunion is expected. plz sing the theme song #Beautyandthebeast
",YES,Must-Link,"('MUST', (764, 1257))"
"(218, 457)",#Spurs #GoSpursGo 2004-05 #Topps Chrome Refractors #50 Tim Duncan - NM-MT #TimDuncan #NBA,#Spurs #GoSpursGo 1997-98 Flair Showcase Row 3 #5 Tim Duncan RC ROOKIE NM-MT #TimDuncan #NBA,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: #Spurs #GoSpursGo 2004-05 #Topps Chrome Refractors #50 Tim Duncan - NM-MT #TimDuncan #NBA
Snippet 2: #Spurs #GoSpursGo 1997-98 Flair Showcase Row 3 #5 Tim Duncan RC ROOKIE NM-MT #TimDuncan #NBA
",YES,Must-Link,"('MUST', (218, 457))"
"(581, 1113)",@user oh my😱 yes please #BlackFriday #Hatchimals,"Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user oh my😱 yes please #BlackFriday #Hatchimals
Snippet 2: Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...
",NO,Cannot-Link,"('CANNOT', (581, 1113))"
"(713, 1113)","@user Those ""Tony Romo"" socks, that's a no go. Package them up, send them to Skip Bayless.","Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user Those ""Tony Romo"" socks, that's a no go. Package them up, send them to Skip Bayless.
Snippet 2: Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...
",NO,Cannot-Link,"('CANNOT', (713, 1113))"
"(764, 937)","Please, make @user sing the song once again #BeautyAndTheBeast !","Celine sing again, please#BeautyAndTheBeast","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Please, make @user sing the song once again #BeautyAndTheBeast !
Snippet 2: Celine sing again, please#BeautyAndTheBeast
",YES,Must-Link,"('MUST', (764, 937))"
"(210, 766)",Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…,zac efron completely naked,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…
Snippet 2: zac efron completely naked
",NO,Cannot-Link,"('CANNOT', (210, 766))"
"(308, 1020)",The Roots are keeping it funky. #ThankYouObama,CLASSICS ROOTS. #ThankYouObama,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: The Roots are keeping it funky. #ThankYouObama
Snippet 2: CLASSICS ROOTS. #ThankYouObama
",YES,Must-Link,"('MUST', (308, 1020))"
"(689, 957)",@user #Pelosi needs to go,@user Need to chuck pelosi into the potomac!,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user #Pelosi needs to go
Snippet 2: @user Need to chuck pelosi into the potomac!
",YES,Must-Link,"('MUST', (689, 957))"
"(210, 1223)",Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…,Why didn't zac efron ever release a solo album after HSM and hairpsray???,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…
Snippet 2: Why didn't zac efron ever release a solo album after HSM and hairpsray???
",NO,Cannot-Link,"('CANNOT', (210, 1223))"
"(457, 639)",#Spurs #GoSpursGo 1997-98 Flair Showcase Row 3 #5 Tim Duncan RC ROOKIE NM-MT #TimDuncan #NBA,#Spurs #GoSpursGo 1997-98 TIM DUNCAN Rookie #Cards (2) Upper Deck and Skybox Premium Future HOFer #TimDuncan #NBA,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: #Spurs #GoSpursGo 1997-98 Flair Showcase Row 3 #5 Tim Duncan RC ROOKIE NM-MT #TimDuncan #NBA
Snippet 2: #Spurs #GoSpursGo 1997-98 TIM DUNCAN Rookie #Cards (2) Upper Deck and Skybox Premium Future HOFer #TimDuncan #NBA
",YES,Must-Link,"('MUST', (457, 639))"
"(97, 311)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,Grayson Allen is so cute 😭😭😭,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: Grayson Allen is so cute 😭😭😭
",NO,Cannot-Link,"('CANNOT', (97, 311))"
"(210, 1022)",Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…,@user troy bolton the character is too young for mezac efron the person not actually v attractive imo,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…
Snippet 2: @user troy bolton the character is too young for mezac efron the person not actually v attractive imo
",NO,Cannot-Link,"('CANNOT', (210, 1022))"
"(895, 933)",Lavrov says militants who do not leave eastern Aleppo to be regarded as terrorists via @user,"#Syria Update: Lavrov - Rebels Remaining in Eastern #Aleppo City Are ""Terrorists""","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Lavrov says militants who do not leave eastern Aleppo to be regarded as terrorists via @user
Snippet 2: #Syria Update: Lavrov - Rebels Remaining in Eastern #Aleppo City Are ""Terrorists""
",YES,Must-Link,"('MUST', (895, 933))"
"(556, 1333)","Just tried the VR edition of Google Earth. Was genuinely moved. ""Welcome to Earth"" it says. Is cool.","Google earth VR is easily the most amazing thing I've used. Flew down my street in South Africa, around london and New York in seconds.","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Just tried the VR edition of Google Earth. Was genuinely moved. ""Welcome to Earth"" it says. Is cool.
Snippet 2: Google earth VR is easily the most amazing thing I've used. Flew down my street in South Africa, around london and New York in seconds.
",YES,Must-Link,"('MUST', (556, 1333))"
"(139, 587)",@user kim Jong Un?,@user You don't need them when you have Kim Jong-un,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user kim Jong Un?
Snippet 2: @user You don't need them when you have Kim Jong-un
",NO,Cannot-Link,"('CANNOT', (139, 587))"
"(474, 1066)","#Mosuloffensive: More than 68,000 Iraqis displaced since October, says #UnitedNationshttps://t.co/wCjRwLZBBq","#Iraq: 69,000 people displaced #Mosul #humanitarian .#Mosuloffensive #MosulOp #Iraq#ISIS#IslamicState…","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: #Mosuloffensive: More than 68,000 Iraqis displaced since October, says #UnitedNationshttps://t.co/wCjRwLZBBq
Snippet 2: #Iraq: 69,000 people displaced #Mosul #humanitarian .#Mosuloffensive #MosulOp #Iraq#ISIS#IslamicState…
",YES,Must-Link,"('MUST', (474, 1066))"
"(97, 1006)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,I miss my baby girl so much. Today was a hard day. 😭🐾🐾❤️ #Grief #dogmom #euthanasia #cushingsdisease #heartbroken…,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: I miss my baby girl so much. Today was a hard day. 😭🐾🐾❤️ #Grief #dogmom #euthanasia #cushingsdisease #heartbroken…
",NO,Cannot-Link,"('CANNOT', (97, 1006))"
"(210, 1420)",Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…,i don't think it registers with john travolta that he's pulling a fucking wire hanger out of david blaine's body,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…
Snippet 2: i don't think it registers with john travolta that he's pulling a fucking wire hanger out of david blaine's body
",NO,Cannot-Link,"('CANNOT', (210, 1420))"
"(97, 624)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,@user @user Beautiful! Hillary Clinton you are the light of our eyes. We love you so much. Please come back. #StillWithHer 👸🏼🇺🇸,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: @user @user Beautiful! Hillary Clinton you are the light of our eyes. We love you so much. Please come back. #StillWithHer 👸🏼🇺🇸
",NO,Cannot-Link,"('CANNOT', (97, 624))"
"(675, 1113)",#GilmoreGirlsTop4  4. Taylor 3. Richard 2. Sookie 1. Babette .. Invisible 5 is Jackson 👌,"Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: #GilmoreGirlsTop4  4. Taylor 3. Richard 2. Sookie 1. Babette .. Invisible 5 is Jackson 👌
Snippet 2: Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...
",NO,Cannot-Link,"('CANNOT', (675, 1113))"
"(85, 1082)","Japan prepares for NUCLEAR war with North Korea's Genocidal Dictator, ""Fat Bastard"" Kim Jong-Un",Japan warns to Prep for  possible N Korean Nuke Attack,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Japan prepares for NUCLEAR war with North Korea's Genocidal Dictator, ""Fat Bastard"" Kim Jong-Un
Snippet 2: Japan warns to Prep for  possible N Korean Nuke Attack
",YES,Must-Link,"('MUST', (85, 1082))"
"(450, 1004)",My day. #NationalFastFoodDay,Me everyday. #NationalFastFoodDay,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: My day. #NationalFastFoodDay
Snippet 2: Me everyday. #NationalFastFoodDay
",YES,Must-Link,"('MUST', (450, 1004))"
"(953, 1101)",Liberals demonize Fidel as a 'dictator' and in the same breath extol entrepreneurs who are entirely unwilling to cede control.,I am thankful that #ScreamQueens is back ... have 2 episodes to catch up on 😂🙃,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Liberals demonize Fidel as a 'dictator' and in the same breath extol entrepreneurs who are entirely unwilling to cede control.
Snippet 2: I am thankful that #ScreamQueens is back ... have 2 episodes to catch up on 😂🙃
",NO,Cannot-Link,"('CANNOT', (953, 1101))"
"(210, 1269)",Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…,@user @user As Venezuelans you should be ashamed of yourselves! As if Chavez y Maduro's damage didn't have Bolivar turning,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…
Snippet 2: @user @user As Venezuelans you should be ashamed of yourselves! As if Chavez y Maduro's damage didn't have Bolivar turning
",NO,Cannot-Link,"('CANNOT', (210, 1269))"
"(366, 868)",@user @user FBI Comey is a traitor working for Russia,@user @user @user @user @user @user @user Comey? 😂😂😂,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user @user FBI Comey is a traitor working for Russia
Snippet 2: @user @user @user @user @user @user @user Comey? 😂😂😂
",NO,Cannot-Link,"('CANNOT', (366, 868))"
"(366, 534)",@user @user FBI Comey is a traitor working for Russia,@user ? @user @user Look what Comey did 2R Country CNNPolitics @user @user @user,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user @user FBI Comey is a traitor working for Russia
Snippet 2: @user ? @user @user Look what Comey did 2R Country CNNPolitics @user @user @user
",NO,Cannot-Link,"('CANNOT', (366, 534))"
"(271, 1198)",@user love both of you die hard trump train here.pence u rock,@user LIKE IF YOU LOVE TRUMP AND PENCE @user,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user love both of you die hard trump train here.pence u rock
Snippet 2: @user LIKE IF YOU LOVE TRUMP AND PENCE @user
",YES,Must-Link,"('MUST', (271, 1198))"
"(556, 1479)","Just tried the VR edition of Google Earth. Was genuinely moved. ""Welcome to Earth"" it says. Is cool.","Google Earth in VR is a ""profound, almost emotional"" experience. Many people are calling it the best thing they've experienced in VR.","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Just tried the VR edition of Google Earth. Was genuinely moved. ""Welcome to Earth"" it says. Is cool.
Snippet 2: Google Earth in VR is a ""profound, almost emotional"" experience. Many people are calling it the best thing they've experienced in VR.
",YES,Must-Link,"('MUST', (556, 1479))"
"(167, 266)",Microsoft joins the Linux Foundation | Really glad to see this. Hopefully it bodes well for Window's future,Microsoft Joins The Linux Foundation,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Microsoft joins the Linux Foundation | Really glad to see this. Hopefully it bodes well for Window's future
Snippet 2: Microsoft Joins The Linux Foundation
",YES,Must-Link,"('MUST', (167, 266))"
"(97, 299)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,zac efron poses nude #lovely libra porn,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: zac efron poses nude #lovely libra porn
",NO,Cannot-Link,"('CANNOT', (97, 299))"
"(1333, 1479)","Google earth VR is easily the most amazing thing I've used. Flew down my street in South Africa, around london and New York in seconds.","Google Earth in VR is a ""profound, almost emotional"" experience. Many people are calling it the best thing they've experienced in VR.","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Google earth VR is easily the most amazing thing I've used. Flew down my street in South Africa, around london and New York in seconds.
Snippet 2: Google Earth in VR is a ""profound, almost emotional"" experience. Many people are calling it the best thing they've experienced in VR.
",YES,Must-Link,"('MUST', (1333, 1479))"
"(218, 1289)",#Spurs #GoSpursGo 2004-05 #Topps Chrome Refractors #50 Tim Duncan - NM-MT #TimDuncan #NBA,#Spurs #GoSpursGo TIM DUNCAN 2009-10 PANINI CERTIFIED MIRROR BLUE #25 1/100 FIRST ONE !!! #TimDuncan #NBA,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: #Spurs #GoSpursGo 2004-05 #Topps Chrome Refractors #50 Tim Duncan - NM-MT #TimDuncan #NBA
Snippet 2: #Spurs #GoSpursGo TIM DUNCAN 2009-10 PANINI CERTIFIED MIRROR BLUE #25 1/100 FIRST ONE !!! #TimDuncan #NBA
",YES,Must-Link,"('MUST', (218, 1289))"
"(534, 868)",@user ? @user @user Look what Comey did 2R Country CNNPolitics @user @user @user,@user @user @user @user @user @user @user Comey? 😂😂😂,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user ? @user @user Look what Comey did 2R Country CNNPolitics @user @user @user
Snippet 2: @user @user @user @user @user @user @user Comey? 😂😂😂
",NO,Cannot-Link,"('CANNOT', (534, 868))"
"(1082, 1436)",Japan warns to Prep for  possible N Korean Nuke Attack,#Japan Issues Emergency Pamphlets to Inform Citizens to Prepare for Possible #Nuclear #War with North #Korea:,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Japan warns to Prep for  possible N Korean Nuke Attack
Snippet 2: #Japan Issues Emergency Pamphlets to Inform Citizens to Prepare for Possible #Nuclear #War with North #Korea:
",YES,Must-Link,"('MUST', (1082, 1436))"
"(57, 794)","""We have lost everything"": Syrians return to ravaged Aleppo, @user reports. by #AP via @user",'We have lost everything': Syrians return to ravaged Aleppo: (from @user,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: ""We have lost everything"": Syrians return to ravaged Aleppo, @user reports. by #AP via @user
Snippet 2: 'We have lost everything': Syrians return to ravaged Aleppo: (from @user
",YES,Must-Link,"('MUST', (57, 794))"
"(963, 1223)",Looking forward to attending this event today & reframing the conversation on abortion! Join us!,Why didn't zac efron ever release a solo album after HSM and hairpsray???,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Looking forward to attending this event today & reframing the conversation on abortion! Join us!
Snippet 2: Why didn't zac efron ever release a solo album after HSM and hairpsray???
",NO,Cannot-Link,"('CANNOT', (963, 1223))"
"(547, 1113)","4. Babette, 3. Miss Patty, 2. Richard, 1. LANE!!! #GilmoreGirlsTop4","Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: 4. Babette, 3. Miss Patty, 2. Richard, 1. LANE!!! #GilmoreGirlsTop4
Snippet 2: Treating Lupus with CannabisLupus is an autoimmune disease that causes inflammation throughout the body,...
",NO,Cannot-Link,"('CANNOT', (547, 1113))"
"(95, 604)","Microsoft—yes, Microsoft—joins the Linux Foundation",Well that's something I never expected 2 read!Microsoft's #Linux love affair leads it to join The Linux Foundation,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Microsoft—yes, Microsoft—joins the Linux Foundation
Snippet 2: Well that's something I never expected 2 read!Microsoft's #Linux love affair leads it to join The Linux Foundation
",YES,Must-Link,"('MUST', (95, 604))"
"(1101, 1269)",I am thankful that #ScreamQueens is back ... have 2 episodes to catch up on 😂🙃,@user @user As Venezuelans you should be ashamed of yourselves! As if Chavez y Maduro's damage didn't have Bolivar turning,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: I am thankful that #ScreamQueens is back ... have 2 episodes to catch up on 😂🙃
Snippet 2: @user @user As Venezuelans you should be ashamed of yourselves! As if Chavez y Maduro's damage didn't have Bolivar turning
",NO,Cannot-Link,"('CANNOT', (1101, 1269))"
"(396, 987)",Angela Lansbury’s Confused By #BeautyAndTheBeast Remake: ‘I Don’t Know Why They’re Doing It’,"A star of the animated #BeautyAndTheBeast is skeptical about the remake: ""Why? What are we doing this over again?""…","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Angela Lansbury’s Confused By #BeautyAndTheBeast Remake: ‘I Don’t Know Why They’re Doing It’
Snippet 2: A star of the animated #BeautyAndTheBeast is skeptical about the remake: ""Why? What are we doing this over again?""…
",YES,Must-Link,"('MUST', (396, 987))"
"(44, 629)",@user Marine Le Pen should win France,"@user Right across Europe they've had enough of being 'the little people', Marine Le Pen should stand a chance in French election","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user Marine Le Pen should win France
Snippet 2: @user Right across Europe they've had enough of being 'the little people', Marine Le Pen should stand a chance in French election
",YES,Must-Link,"('MUST', (44, 629))"
"(97, 1047)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,Who's better than Grayson Allen or josh Jackson 😂😂😂😂😂,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: Who's better than Grayson Allen or josh Jackson 😂😂😂😂😂
",NO,Cannot-Link,"('CANNOT', (97, 1047))"
"(695, 1269)",Wait. So how many green meanies are there???? #ScreamQueens,@user @user As Venezuelans you should be ashamed of yourselves! As if Chavez y Maduro's damage didn't have Bolivar turning,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Wait. So how many green meanies are there???? #ScreamQueens
Snippet 2: @user @user As Venezuelans you should be ashamed of yourselves! As if Chavez y Maduro's damage didn't have Bolivar turning
",NO,Cannot-Link,"('CANNOT', (695, 1269))"
"(97, 228)",Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,"I don't mind Duke, but I hate Grayson Allen 😴🏀","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for
Snippet 2: I don't mind Duke, but I hate Grayson Allen 😴🏀
",NO,Cannot-Link,"('CANNOT', (97, 228))"
"(411, 1421)",@user are you hoping for a Marine Le Pen win?,@user @user France. Be very afraid of Marine Le Pen,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user are you hoping for a Marine Le Pen win?
Snippet 2: @user @user France. Be very afraid of Marine Le Pen
",YES,Must-Link,"('MUST', (411, 1421))"
"(1197, 1342)",#ThankYouObama #thankyouJesus May God Bless the Obamas,#ThankYouObama you deserve it sir,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: #ThankYouObama #thankyouJesus May God Bless the Obamas
Snippet 2: #ThankYouObama you deserve it sir
",NO,Cannot-Link,"('CANNOT', (1197, 1342))"
"(475, 1229)",@user wowzers!! superb prize!! 😍 #hatchimals #WIN #BlackFriday,@user Love It!Following! Retweeted! #WIN  Oh fantastic 💖💖 #Hatchimals #BlackFriday,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: @user wowzers!! superb prize!! 😍 #hatchimals #WIN #BlackFriday
Snippet 2: @user Love It!Following! Retweeted! #WIN  Oh fantastic 💖💖 #Hatchimals #BlackFriday
",YES,Must-Link,"('MUST', (475, 1229))"
"(608, 1319)",Forms of power still use fossil fuels as a power source and a build component.,What a nice and heart-warming episode <3 #ThisIsUs #LikeAllRightLetsTalkAboutTheseTwo,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Forms of power still use fossil fuels as a power source and a build component.
Snippet 2: What a nice and heart-warming episode <3 #ThisIsUs #LikeAllRightLetsTalkAboutTheseTwo
",NO,Cannot-Link,"('CANNOT', (608, 1319))"
"(547, 1142)","4. Babette, 3. Miss Patty, 2. Richard, 1. LANE!!! #GilmoreGirlsTop4",Epidemics and spread of endemic diseases are enhanced by the collapse of health services in #Yemen as a result of...,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: 4. Babette, 3. Miss Patty, 2. Richard, 1. LANE!!! #GilmoreGirlsTop4
Snippet 2: Epidemics and spread of endemic diseases are enhanced by the collapse of health services in #Yemen as a result of...
",NO,Cannot-Link,"('CANNOT', (547, 1142))"
"(538, 1269)",Thinking about doing a live feed of Google Earth VR this weekend. Talk about my travels a bit and awesome places to go. Thoughts?,@user @user As Venezuelans you should be ashamed of yourselves! As if Chavez y Maduro's damage didn't have Bolivar turning,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Thinking about doing a live feed of Google Earth VR this weekend. Talk about my travels a bit and awesome places to go. Thoughts?
Snippet 2: @user @user As Venezuelans you should be ashamed of yourselves! As if Chavez y Maduro's damage didn't have Bolivar turning
",NO,Cannot-Link,"('CANNOT', (538, 1269))"
"(210, 713)",Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…,"@user Those ""Tony Romo"" socks, that's a no go. Package them up, send them to Skip Bayless.","Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: Which #GPU(s) to Get for Deep Learning. #BigData #DeepLearning #MachineLearning #DataScience #AI…
Snippet 2: @user Those ""Tony Romo"" socks, that's a no go. Package them up, send them to Skip Bayless.
",NO,Cannot-Link,"('CANNOT', (210, 713))"
"(498, 906)",siri how did david blaine stab an ice pick through his hand without any lasting nerve damage,Hope everyone had a great Thanksgiving!! Thankful for all the wonderful members we are so #blessed   to have!,"Human: 
Evaluate if the following two text snippets are about the same core topic or express fairly similar semantic intent. Answer ONLY with YES or NO.

Snippet 1: siri how did david blaine stab an ice pick through his hand without any lasting nerve damage
Snippet 2: Hope everyone had a great Thanksgiving!! Thankful for all the wonderful members we are so #blessed   to have!
",NO,Cannot-Link,"('CANNOT', (498, 906))"
