document_index,document_text,generated_keyphrases
937,Taiwan was ceded to Japan,"Taiwan, ceded to Japan, Japanese colonization of Taiwan, Treaty of Shimonoseki, Taiwan under Japanese rule, Historical territorial changes, East Asian history"
938,Taiwan is not China,"Taiwan, China, political identity, sovereignty, regional distinction, cross-strait relations, geopolitical status"
939,Taiwan has not always been a part of China,"Taiwan sovereignty, China-Taiwan relations, Historical status of Taiwan, Taiwan independence movement, Cross-strait relations, Political status of Taiwan, Historical China-Taiwan connection"
940,Taiwan does not depend on China,"Taiwan, China, dependence, independence, cross-strait relations, regional sovereignty, political status"
941,Taiwan will rejoin China,"Taiwan, rejoin China, cross-strait relations, political status of Taiwan, China-Taiwan relations, reunification efforts, regional geopolitics"
942,Taiwan can be Taiwan,"Taiwan, geopolitical identity, self-determination, regional sovereignty, East Asian politics, international recognition, territorial status"
943,Taiwan is historically part of China,"Taiwan, China, historical relationship, sovereignty, territorial status, political identity, geopolitical context"
944,Taiwan should be returned to China,"Taiwan, return to China, cross-strait relations, Chinese sovereignty, territorial integrity, political status of Taiwan, China-Taiwan dispute"
945,Taiwan was administered separately from Japan,"Taiwan administration, Japan governance, separate political entities, historical colonial rule, territorial sovereignty, East Asian history, colonial administration"
946,Taiwan has always belonged to China,"Taiwan, China, territorial sovereignty, political status, geopolitical relations, historical claims, regional sovereignty"
947,Taiwan was a tributary state of China,"Taiwan, tributary state, China, historical relations, sovereignty, regional influence, East Asian history"
948,Taiwan is NOT part of China,"Taiwan, China, political status of Taiwan, territorial sovereignty, cross-strait relations, independent nation, geopolitical dispute"
949,Taiwan has become a major investor in China,"Taiwan, major investor, China, investment relations, cross-strait economic ties, regional economic influence, bilateral investment"
950,China intervened in Korea,"China, Korea, intervention, international relations, East Asian geopolitics, diplomatic involvement, regional influence"
951,Formosa would return to China,"Formosa, return to China, geopolitical change, territorial status, East Asian relations, Chinese sovereignty, regional sovereignty issues"
952,China extended an olive branch to Washington,"China, Washington, diplomatic outreach, international relations, foreign policy gesture, China-U.S. relations, peace initiative"
953,Taiwan has been a full member of APEC,"Taiwan, APEC, Asia-Pacific Economic Cooperation, international membership, economic cooperation, regional trade, member status"
954,Chris Brown went from Tappahannock,"Chris Brown, Tappahannock, musical career, Virginia hometown, entertainment industry, American singer, artist background"
955,Chris Brown was born in Tappahannock,"Chris Brown, Tappahannock, birthplace, personal background, geographical origin, individual identity, biographical information"
956,Chris Brown had hit Rihanna,"Chris Brown, Rihanna, domestic violence, music industry, celebrity relationships, public incident, assault"
957,Chris Brown tried to choke Rihanna,"Chris Brown, Rihanna, domestic violence, assault incident, celebrity abuse, music industry, public controversy"
958,Chris hurt Rihanna,"Chris (individual), Rihanna (individual), injury incident, personal harm, violence or assault, relationship dynamics, public figures"
959,Gurdjieff returned to Europe,"Gurdjieff, Europe, spiritual teacher, esoteric philosophy, self-development, Fourth Way, personal journey"
960,Gurdjieff settled in France,"Gurdjieff, France, spiritual teacher, esoteric philosophy, Fourth Way, personal development, Eastern influences"
961,Gurdjieff went to Moscow,"Gurdjieff, Moscow, spiritual teacher, esoteric teachings, early 20th century"
962,Marshall returned to Virginia,"Marshall, Virginia, return, geographical location, personal movement, state of residence, historical context"
963,Marshall served a term in Congress,"Marshall, Congress, served a term, political career, legislative role, government service, U.S. Congress"
964,O'Neill looked at Daniel,"O'Neill, Daniel, personal names, character interaction, name reference"
965,Jack searched for Daniel,"Jack, Daniel, searching action, personal names, search intent, entity roles, name references"
966,Nizhni Novgorod became the cultural center of Russia,"Nizhni Novgorod, cultural center, Russia, cultural significance, regional influence, Russian cities, cultural development"
967,Nizhny Novgorod is the fourth largest city in Russia,"Nizhny Novgorod, largest cities in Russia, Russian cities, urban centers in Russia, city rankings in Russia, Russian regional capitals, population size of Nizhny Novgorod"
968,Call of Duty was developed by Infinity Ward,"Call of Duty, Infinity Ward, video game development, first-person shooter, game development studio, game franchise, interactive entertainment"
969,New Enterprise Associates is expanding operations in India,"New Enterprise Associates, expanding operations, India, venture capital, investment expansion, business growth, India market"
970,NEA has offices in Reston,"NEA, offices, Reston, National Education Association, educational organizations, office locations, organizational presence"
971,Terra Haute is also the home of Indiana State University,"Terra Haute, Indiana State University, location of Indiana State University, higher education in Terra Haute, Indiana State University campus, Indiana State University community, Terra Haute city features"
972,Terre Haute is the home of Indiana State University,"Terre Haute, Indiana State University, location of Indiana State University, educational institutions in Terre Haute, Indiana State University campus, Indiana higher education, Midwestern U.S. cities"
973,Terre Haute is home to Indiana State University,"Terre Haute, Indiana State University, location, educational institution, university campus"
974,Terre Haute is in Indiana,"Terre Haute, Indiana, geographical location, city in Indiana, Midwestern United States, Indiana cities, urban area"
975,God has not given up on Israel,"God, Israel, divine commitment, religious faith, spiritual destiny, theological belief, divine favor"
976,Jesus was to Israel,"Jesus, Israel, religious figure, historical context, Jewish history, Christianity, Messianic expectation"
977,Christ did VIOLENCE to Paul,"Christ, violence to Paul, Paul, religious persecution, New Testament references, Christianity, biblical violence"
978,Jesus was baptizing in Judaea,"Jesus, baptizing, Judaea, Christianity, religious practices, John the Baptist, Jewish region"
979,Quake 3 Arena was released simultaneously for Windows,"Quake 3 Arena, video game release, Windows platform, game development, multiplayer shooter, id Software, first-person shooter"
980,Chase Field is located in Phoenix,"Chase Field, Phoenix, sports stadium, Arizona sports venues, Major League Baseball stadium, Phoenix sports infrastructure, location of Chase Field"
981,Palin was the mayor of Wasilla,"Sarah Palin, Mayor of Wasilla, Wasilla city government, political leadership, Alaska local government, municipal governance, political role"
982,Palin lives in Wasilla,"Palin, Wasilla, residence, geographic location, personal identity, living place"
983,Palin is the Republican governor of Alaska,"Palin, Republican governor, Alaska, political leadership, state governance, Alaska politics, Gubernatorial role"
984,Palin wants war with Russia,"Sarah Palin, war with Russia, U.S.-Russia relations, political stance on Russia, conflict escalation, international diplomacy, geopolitical tensions"
985,Palin was a net negative for McCain,"Sarah Palin, John McCain, political impact, negative influence, campaign dynamics, political figures, electoral strategy"
986,Palin did not run against Obama,"Sarah Palin, Barack Obama, political candidacy, election contest, candidate opposition, U.S. presidential race, political roles"
987,Palin was raised in Alaska,"Palin, Alaska, raised in Alaska, Alaska upbringing, notable individuals from Alaska, Alaska geography, Alaska culture"
988,Palin goes back to Alaska,"Sarah Palin, Alaska, political career, governor, Alaska politics, public figure, return to politics"
989,Palin said in Colorado Springs,"Sarah Palin, Colorado Springs, political speech, public statement, political figure, geographical location, public address"
990,Palin is a member of Wasilla Bible Church,"Palin, Wasilla Bible Church, church membership, religious affiliation, religious community"
991,Palin told ABC News,"Sarah Palin, ABC News, political commentary, media interview, American politics, public statements, news interview"
992,Palin grew up in Alaska,"Palin, Alaska, growing up, Alaskan upbringing, Alaska native, personal background, early life"
993,Palin will always be Palin,"Palin, identity, name recognition, personal branding, semantic identity, name significance, individual identity"
994,Palin was elected Mayor of Wasilla,"Sarah Palin, Mayor of Wasilla, Wasilla city government, political leadership, local government election"
995,Palin passed one in Alaska,"Palin, Alaska, political figure, Alaska politics, passage of legislation, Alaska governance, political event"
996,Palin was chosen by McCain,"Sarah Palin, John McCain, vice presidential candidate, Republican Party, 2008 U.S. presidential election, political selection, candidate nomination"
997,Palin is from Alaska,"Palin, Alaska, Alaskan politician, Alaska native, political figure from Alaska, Alaska state identity, Palin's origin"
998,Palin is better than Obama,"Palin, Obama, political comparison, political figures, leadership qualities, U.S. politics, candidate evaluation"
999,Palin belongs to Wasilla Bible Church,"Palin, Wasilla Bible Church, religious affiliation, church membership, religious community"
1000,Palin was the wrong choice for McCain,"Sarah Palin, John McCain, vice presidential candidate, political decision, candidate selection, political strategy, electoral campaign"
1001,Palin remains a good choice for McCain,"Sarah Palin, John McCain, vice presidential candidate, political endorsement, Republican Party, 2012 presidential election, candidate selection"
1002,Palin takes a swing at McCain,"Sarah Palin, John McCain, political rivalry, campaign controversy, Republican Party, political criticism, media coverage"
1003,Palin has never been to Russia,"Palin, Russia, never been, personal travel, geographical location, individual experience, political figure"
1004,Palin looks good compared to Obama,"Sarah Palin, Barack Obama, political comparison, candidate appearance, political image, public perception, electoral candidates"
1005,Palin campaigned in Des Moines,"Palin, campaigning, Des Moines, political campaign, Republican candidate, Midwestern campaign stop, 2012 presidential campaign"
1006,Palin is the opposite of Reagan,"Palin, Reagan, political opposition, conservative figures, political ideologies, individual comparison, opposite political stances"
1007,Palin is different from Hillary Clinton,"Palin, Hillary Clinton, political figures, gender differences in politics, individual political identities, female politicians, political comparison"
1008,Palin is the antithesis of McCain,"Sarah Palin, John McCain, political opposition, vice presidential candidates, political personas, ideological contrast, Republican Party"
1009,Palin is the governor of Alaska,"Palin, governor of Alaska, Alaska government, political leadership, state governance, Alaska politics, executive authority"
1010,Palin was a supporter of Pat Buchanan,"Sarah Palin, Pat Buchanan, political supporter, conservative politics, political endorsement, Republican figures, political alliances"
1011,Palin has many enemies in Alaska,"Palin, enemies in Alaska, Alaska politics, political opposition, personal conflicts, regional adversaries, public figure conflicts"
1012,Palin had been the mayor of Wasilla,"Sarah Palin, Mayor of Wasilla, Wasilla city government, political leadership, local government role, Alaska politics, municipal administration"
1013,Palin does not agree with Mccain,"Sarah Palin, John McCain, political disagreement, Republican Party, vice presidential candidate, political alliance, disagreement in politics"
1014,Palin has more executive experience than Obama,"Palin, Obama, executive experience, political leadership, comparison of political figures, governance experience, political roles"
1015,Palin is better than Hillary,"Palin, Hillary, political comparison, female politicians, American political figures, leadership qualities, political rivalry"
1016,Palin told supporters in Ohio,"Sarah Palin, supporters, Ohio, political speech, campaign event, conservative politics, public appearance"
1017,Palin grew up in Wasilla,"Palin, Wasilla, growing up, personal background, Alaska, early life, regional identity"
1018,Palin also is in Ohio,"Palin, Ohio, political figure, geographical location, public appearance"
1019,Palin really is Bush,"Palin, Bush, political figures, identity comparison, political roles, public personas, political affiliation"
1020,Palin told a crowd in Lebanon,"Sarah Palin, Lebanon, political speech, public appearance, American politician, speech in Lebanon, political rally"
1021,Palin was a throwback to Ronald Reagan,"Sarah Palin, Ronald Reagan, political nostalgia, conservative politics, Republican figures, political comparison, historical political figures"
1022,Palin also salutes Clinton,"Palin, Clinton, salutes, political figures, gesture of respect"
1023,Palin did nothing for McCain,"Sarah Palin, John McCain, political campaign, vice presidential role, campaign effectiveness, political support, Alaska governor"
1024,Palin was referring to Obama,"Sarah Palin, Barack Obama, political commentary, referral to political figures, U.S. politics"
1025,Palin boarded a flight to Seattle,"Palin, flight to Seattle, air travel, travel destination, boarding process, airline journey, Seattle"
1026,Palin was elected the governor of Alaska,"Sarah Palin, Governor of Alaska, Alaska politics, political leadership, state governance, election victory, Alaskan political figures"
1027,Palin offers a stark contrast to Joe Biden,"Sarah Palin, Joe Biden, political contrast, American politicians, conservative vs. liberal, political ideologies, public figures"
1028,Sarah will do well in Alaska,"Sarah, Alaska, do well, personal success, geographical location, individual performance, future prospects"
1029,Sarah Louise Heath Palin is the Governor of Alaska,"Sarah Louise Heath Palin, Governor of Alaska, Alaska politics, political leadership, Alaskan governor, Sarah Palin, state governance"
1030,Sarah Louise Heath Palin is the current Governor of Alaska,"Sarah Louise Heath Palin, Governor of Alaska, Alaska politics, American politicians, female governors, political leadership, state governance"
1031,Sarah Palin has far more experience than Obama,"Sarah Palin, Barack Obama, political experience, comparison of political figures, experience levels in politics, female politicians, U.S. political figures"
1032,Sarah Palin was in Ohio,"Sarah Palin, Ohio, political figure, Alaska governor, Republican politician, public appearance, American politics"
1033,Sarah Palin is not the mother of Trig Palin,"Sarah Palin, Trig Palin, motherhood, political figures, family relationships, biographical facts, public figures"
1034,Sarah is back in Alaska,"Sarah, Alaska, returning traveler, Alaskan region, personal identity, geographical location, repatriation"
1035,Sarah Palin is connected to Scientology,"Sarah Palin, Scientology, political figures, religious organizations, celebrity affiliations, public figures and religion, notable associations"
1036,Sarah Palin belongs in Alaska,"Sarah Palin, Alaska, political figure, Alaskan politician, public figure, state identity, regional affiliation"
1037,Sarah Palin appeared on Fox News,"Sarah Palin, Fox News, political commentary, media appearance, American politician, news interview, conservative media"
1038,Sarah has more experience than Obama,"Sarah, Obama, experience comparison, personal experience, political figures, individual expertise, relative experience"
1039,Sarah was elected mayor of Wasilla,"Sarah, mayor, Wasilla, election, political leadership, local government, municipal office"
1040,Palin represents the whole of America,"Palin, America, political representation, national identity, political figure, American politics, public perception"
1041,Palin was mayor of Wasilla,"Sarah Palin, Mayor of Wasilla, Wasilla city government, political leadership, local government role, Alaska politics, municipal governance"
1042,Palin is a godsend to McCain,"Sarah Palin, John McCain, political partnership, vice presidential candidate, Republican Party, political support, campaign dynamics"
1043,Palin is not Hillary,"Palin, Hillary, political figures, identity comparison, gender distinction, political roles, public personas"
1044,Palin has more experience than Obama,"Palin, Obama, political experience, comparison of political figures, experience levels in politics"
1045,Palin is on NBC,"Sarah Palin, NBC television network, political commentator, media appearances, public figure"
1046,McCain will win Ohio,"John McCain, Ohio, election victory, political candidate, U.S. presidential race, campaign outcome, electoral prediction"
1047,McCain hits a home run with Palin,"John McCain, Sarah Palin, U.S. presidential campaign, political success, Republican Party, vice presidential candidate, electoral victory"
1048,Sarah would destroy Hillary,"Sarah, Hillary, personal conflict, interpersonal hostility, gender-related rivalry, expressed aggression, individual relationships"
1049,Sarah is going back to Alaska,"Sarah, Alaska, travel, return, geographical location, personal movement, northern region"
1050,McCain then goes with Cheney,"McCain, Cheney, political figures, U.S. politics, alliances, government officials, political relationships"
1051,Sarah Palin is WAY more beautiful than Michelle,"Sarah Palin, Michelle, beauty comparison, political figures, personal appearance"
1052,Sarah Palin is for Sarah Palin,"Sarah Palin, political figure, Alaska governor, conservative politician, public personality, American politician, identity assertion"
1053,Sarah Palin was elected governor of Alaska,"Sarah Palin, governor of Alaska, Alaska politics, political leadership, state governance, Alaska government, political election"
1054,Sarah Palin declared of John McCain,"Sarah Palin, John McCain, political endorsement, 2012 presidential campaign, Republican Party, U.S. politics, vice presidential candidate"
1055,Sarah Palin wants another shot at Michigan,"Sarah Palin, political candidacy, Michigan elections, political ambitions, Republican politician, campaign aspirations, public political figure"
1056,Sarah Palin was hand picked by John McCain,"Sarah Palin, John McCain, vice presidential candidate, political selection, Republican Party, 2008 U.S. presidential election, political endorsement"
1057,Sarah Palin turned to Reagan,"Sarah Palin, Reagan, political endorsement, conservative politics, American political figures, political influence, public figures"
1058,Sarah Palin is campaigning in Colorado,"Sarah Palin, campaigning, Colorado, political campaign, Republican politician, U.S. politics, electoral activities"
1059,Sarah Palin is strong on Israel,"Sarah Palin, Israel, political stance, U.S. politics, Middle East policy, conservative politician, support for Israel"
1060,Sarah Palin has more executive experience than Obama,"Sarah Palin, Barack Obama, executive experience, political leadership, comparative experience, U.S. politicians"
1061,Sarah Palin has more experience than Barack Obama,"Sarah Palin, Barack Obama, political experience, comparative experience, U.S. politicians, experience levels, political careers"
1062,Sarah Palin would bring McCain,"Sarah Palin, John McCain, political campaign, vice presidential candidate, Alaska governor, Republican Party, U.S. politics"
1063,Sarah Palin is the opposite of Joe Biden,"Sarah Palin, Joe Biden, political figures, opposite political ideologies, American politicians, conservative vs. liberal, political contrast"
1064,Sarah Palin is the governor of Alaska,"Sarah Palin, governor of Alaska, Alaska politics, political leadership, Alaskan government"
1065,Sarah Palin is the current governor of Alaska,"Sarah Palin, governor of Alaska, Alaska politics, political leadership, state government, Alaska governor, political figure"
1066,Sarah Palin will be the next Governor of Alaska,"Sarah Palin, Governor of Alaska, Alaska politics, political leadership, state governance, Alaska government, political succession"
1067,Sarah Palin likes to be called Sarah Barracuda,"Sarah Palin, Sarah Barracuda, personal nickname, public persona, identity expression, political figure, nickname usage"
1068,Sarah Palin is an expert on Russia,"Sarah Palin, expert on Russia, Russia relations, political expertise, American politicians, foreign policy knowledge, geopolitical analysis"
1069,Sarah Palin is campaigning in Nevada,"Sarah Palin, campaigning, Nevada, political campaign, Republican politician, electoral activities, public appearances"
1070,Sarah Palin has restored my faith in Israel,"Sarah Palin, faith in Israel, restoration of faith, political influence, personal beliefs, Israel-related sentiments, public figures and opinions"
1071,Sarah Palin is an inspired choice for McCain,"Sarah Palin, McCain, political candidate selection, inspired choice, Republican Party, vice presidential candidate, political leadership"
1072,Sarah Palin would not have voted for Hillary,"Sarah Palin, vote decision, Hillary Clinton, political preferences, partisan alignment, female politicians, U.S. politics"
1073,Sarah Palin is a female version of Dick Cheney,"Sarah Palin, Dick Cheney, female politician, political figures, gender comparison, U.S. politicians, political roles"
1074,Sarah Palin lives in Wasilla,"Sarah Palin, Wasilla, political figure, Alaska, residence, public figure, geographical location"
1075,Sarah Palin was in Anchorage,"Sarah Palin, Anchorage, Alaska politics, former governor, political figure, Alaska capital"
1076,Sarah Palin went back to Alaska,"Sarah Palin, Alaska, political figure, Alaskan politician, governor, former vice-presidential candidate, Alaska politics"
1077,Sarah Palin is a disgrace to America,"Sarah Palin, disgrace, America, political figure, public opinion, political controversy, American politics"
1078,Sarah Palin is the second coming of George W. Bush,"Sarah Palin, George W. Bush, political figures, conservative politicians, political comparison, public perception, leadership qualities"
1079,Sarah Palin is more ready than Obama,"Sarah Palin, Barack Obama, political readiness, comparison of political figures, preparedness in leadership, U.S. politicians, political competence"
1080,Sarah Palin will stump in Ohio,"Sarah Palin, stumping in Ohio, political campaign, Republican politician, Ohio political events, campaign rally, conservative political figure"
1081,Sarah Palin is coming to California,"Sarah Palin, California, political figure, public appearance, Alaska politician, conservative commentator, media event"
1082,Sarah Palin is back in Alaska,"Sarah Palin, Alaska, political comeback, Alaska politics, former governor, Alaska native, political figure"
1083,Sarah Palin Goes After Caroline Kennedy,"Sarah Palin, Caroline Kennedy, political rivalry, public criticism, American politicians, female political figures, media controversy"
1084,Sarah Palin has turned into Ronald Reagan,"Sarah Palin, Ronald Reagan, political transformation, conservative political figures, political role change, public persona shift, American politicians"
1085,Sarah Palin agreed with Joe Biden,"Sarah Palin, Joe Biden, political figures, agreement, political discourse, U.S. politicians, public statements"
1086,Sarah Palin was elected mayor of Wasilla,"Sarah Palin, mayor of Wasilla, elected official, local government leadership, political career"
1087,Sarah Palin praised the beauty of Alaska,"Sarah Palin, Alaska, praise of natural beauty, Alaska tourism, political figure, Alaskan landscape, public endorsement"
1088,Sara is the current Governor of Alaska,"Sara, Governor of Alaska, Alaska politics, state governance, political leadership, Alaska government, executive authority"
1089,Nick Cave moved to London,"Nick Cave, London, musician relocation, British music scene, artist migration, entertainment industry, cultural move"
1090,Cave moved back to London,"Cave, London, relocation, movement, geographical change, personal move, place transition"
1091,John Tyler was born in Charles City County,"John Tyler, Charles City County, birthplace, U.S. Presidents, American history, political figures, early life"
1092,John Tyler succeeded William Henry Harrison,"John Tyler, William Henry Harrison, U.S. Presidents, Presidential succession, American political history, Vice President to President, 19th-century U.S. leadership"
1093,Tyler was vice president under WILLIAM HENRY HARRISON,"Tyler, vice president, William Henry Harrison, U.S. Vice President, American political figures, 19th-century U.S. politics, presidential succession"
1094,Tyler was twice Governor of Virginia,"Tyler, Governor of Virginia, Virginia politics, political leadership, state governance, historical figures in Virginia, governorship"
1095,Kasey talked to NASCAR,"Kasey, NASCAR, talked, auto racing, motorsports, sports communication, driver-team interaction"
1096,Graham mentored Warren Buffett,"Graham, Warren Buffett, mentorship, investment philosophy, Benjamin Graham, financial education, value investing"
1097,Benjamin Graham taught finance at Columbia University,"Benjamin Graham, finance education, Columbia University, investment philosophy, financial teaching, academic career, value investing"
1098,Benjamin Graham was also the teacher of Warren Buffett,"Benjamin Graham, Warren Buffett, investment education, mentor-mentee relationship, financial mentorship, value investing, notable investors"
1099,Konami Corporation is a publicly traded company based in Tokyo,"Konami Corporation, publicly traded company, Tokyo-based company, corporate entity, business organization, Japanese corporation, public company"
1100,Spike Dudley pinned Buh Buh Ray Dudley,"Spike Dudley, Buh Buh Ray Dudley, professional wrestling, pinning maneuver, wrestling match outcome, tag team wrestling, wrestling personas"
1101,Spike Dudley beat Buh Buh Ray Dudley,"Spike Dudley, Buh Buh Ray Dudley, professional wrestling match, wrestling rivalry, tag team competition, wrestling personas, match outcome"
1102,Yang was born in Laos,"Yang, born in Laos, Laos, birthplace of Yang, Laos nationality, personal background, geographical origin"
1103,Bayerische Landesbank operates in Europe,"Bayerische Landesbank, European banking, banking operations in Europe, financial services, German financial institutions, banking industry, European financial market"
1104,BayernLB is headquartered in Munich,"BayernLB, Munich, bank headquarters, German financial institutions, regional banking"
1105,Jezebel was the wife of Ahab,"Jezebel, Ahab, biblical figures, marital relationship, ancient Israel"
1106,Jezebel had been raised in Phoenicia,"Jezebel, Phoenicia, ancient Phoenician culture, historical figure Jezebel, Middle Eastern history, biblical references to Jezebel, Phoenician upbringing"
1107,Jezebel was the wife of King Ahab,"Jezebel, King Ahab, biblical figures, ancient Israel, royal spouses, religious and political roles, historical figures"
1108,Jezebel brought out the worst in Ahab,"Jezebel, Ahab, biblical characters, moral influence, female influence, biblical narrative, queen Jezebel"
1109,Jezebel was daughter of Ethbaal,"Jezebel, Ethbaal, daughter of Ethbaal, ancient Phoenician queen, biblical figure, female ruler in ancient Israel, queen consort"
1110,Jezebel married Ahab,"Jezebel, Ahab, marriage, biblical figures, ancient Israel, queen and king, religious and political roles"
1111,Jezebel said to Ahab,"Jezebel, Ahab, biblical figures, prophetic dialogue, ancient Israel, queen and king, religious narrative"
1112,Jezebel was the daughter of Ethbaal,"Jezebel, Ethbaal, daughter of Ethbaal, ancient Near Eastern royalty, biblical figures, female historical figures, royal lineage"
1113,East Berlin became the capital of East Germany,"East Berlin, capital of East Germany, East Germany, East Berlin governance, German division, Cold War Berlin, East German state"
1114,East Berlin was officially called Berlin,"East Berlin, Berlin, East Berlin official name, Berlin city, East Berlin history, Berlin division, German capital"
1115,East Berlin was the capital of East Germany,"East Berlin, East Germany, capital city, German Democratic Republic, East Berlin governance, Cold War division, German reunification"
1116,East Berlin was made the capital of East Germany,"East Berlin, capital of East Germany, East Germany, East Berlin governance, German division, Cold War Berlin, East German state"
1117,East Berlin was the capitol of East Germany,"East Berlin, East Germany, capital city, German Democratic Republic, East Berlin governance, East Berlin history, East Berlin significance"
1118,East Berlin was the de facto capital of East Germany,"East Berlin, East Germany, de facto capital, East Berlin governance, German division, Berlin Wall, East German state"
1119,East Berlin was named the capital of East Germany,"East Berlin, capital of East Germany, East Germany, East Berlin governance, German division, Berlin's political status, East German capital"
1120,Berlin was the residence of Karl Marx,"Berlin, Karl Marx, residence, historical location, notable figures, political philosophy, 19th-century history"
1121,Berlin is the heart of Germany,"Berlin, Germany, capital city, German culture, European city, German identity, urban center"
1122,Ivins has resided in Austin,"Ivins, Austin, residence, geographical location, personal information, living place, individual location"
1123,Molly Ivins is a contributing writer to Mother Jones,"Molly Ivins, contributing writer, Mother Jones, journalism, American journalists, political commentary, media contributions"
1124,Molly Ivins was based in Texas,"Molly Ivins, Texas, journalism, American writers, political commentary, media personality, Texas-based journalist"
1125,Molly Ivins died today in Texas,"Molly Ivins, death, Texas, journalism, American writers, political commentary, media figures"
1126,ABBA EBAN is a former foreign minister of Israel,"ABBA EBAN, former foreign minister, Israel, Israeli politics, diplomatic leadership, Israeli government officials, foreign affairs"
1127,Eban flew to London,"Eban, London, travel, flight, personal movement, geographical location, transportation"
1128,Eban was born in Cape Town,"Eban, Cape Town, birthplace, South African cities, notable individuals from Cape Town"
1129,MUNICH was not divided on Hitler,"Munich, Hitler, political unity, German nationalism, interwar politics, Nazi movement, public opinion"
1130,Munich became a cultural center of Germany,"Munich, cultural center, Germany, cultural significance, urban development, German cities, cultural influence"
1131,Munich is all about Munich,"Munich, city identity, urban culture, German city, local attractions, regional significance, urban identity"
1132,Munich is the second biggest airport in Germany,"Munich airport, second largest airport in Germany, Germany airports, airports in Munich, air transportation in Germany, German aviation hubs, European airports"
1133,Munich is the capital city of Bavaria,"Munich, capital city, Bavaria, German cities, regional capital, urban center, German state"
1134,Munich is also north of Munich,"Munich, geographical location, north of Munich, spatial relation, city orientation"
1135,Munich is the most beautiful city of Bavaria,"Munich, city of Bavaria, beautiful city, Bavaria, urban beauty, German cities, regional capital"
1136,Munich is very close to Austria,"Munich, Austria, geographical proximity, European cities, Germany-Austria border"
1137,Munich is the capital of Bavaria,"Munich, capital of Bavaria, Bavaria, German cities, regional capitals, German states, urban centers"
1138,Munich is second only to Berlin,"Munich, Berlin, German cities, city rankings, urban size, population comparison, German metropolitan areas"
1139,Munich is the third-largest city in Germany,"Munich, Germany, third-largest city, German cities, urban hierarchy, city size ranking, German urban centers"
1140,Munich must become National Socialist,"Munich, National Socialist, Nazi movement, political transformation, German history, ideological shift, historical context"
1141,Business Week is far superior to Forbes,"Business Week, Forbes, business publications, media comparison, business journalism, magazine rankings, media quality assessment"
1142,Business Week wrote of Dean,"Business Week article, Dean (unspecified individual), business journalism, media coverage of Dean, business leadership, industry analysis, journalistic portrayal"
1143,Dubcek is sent to Ukraine,"Dubcek, Ukraine, political envoy, Czechoslovakia-Ukraine relations, diplomatic mission, Eastern European politics, Soviet Union influence"
1144,Kelowna International Airport is serviced by Air Canada,"Kelowna International Airport, Air Canada, air travel, airline services, airport transportation, Canadian airports, airline carriers"
1145,Oxycontin is a growing threat to Ohio,"Oxycontin, drug abuse, opioid epidemic, Ohio public health, substance misuse, prescription drug crisis, opioid addiction"
1146,Oxycontin is around in Mexico,"Oxycontin, Mexico, opioid medications, drug availability, pharmaceutical distribution, controlled substances, drug regulation"
1147,OXYCONTIN is in Cincinatti,"OXYCONTIN, Cincinnati, pharmaceutical drug, opioid medication, location of distribution"
1148,LORCET is available in Canada,"LORCET, Canada, language proficiency test, French language assessment, educational testing, language certification, Canadian language exams"
1149,OxyContin works fairly well for RLS,"OxyContin, Restless Legs Syndrome (RLS), pain management, opioid medication, symptom relief, pharmacological treatment, chronic pain"
1150,OxyContin is co-promoted by Abbott Laboratories,"OxyContin, Abbott Laboratories, drug promotion, pharmaceutical marketing, opioid medications, co-promotion agreements, pharmaceutical companies"
1151,Thomas moved to London,"Thomas, London, relocation, personal move, geographic change, individual migration, urban relocation"
1152,Harry was elected Governor of Virginia,"Harry, Governor of Virginia, Virginia politics, election, political leadership, state governance, public office"
1153,Colin lives here in Vancouver,"Colin, Vancouver, personal residence, location, individual identity, geographical place, living situation"
1154,South Tucson is a city in Pima County,"South Tucson, Pima County, city, geographical location, municipal entity, urban area, local government"
1155,Tucson is the seat of Pima County,"Tucson, Pima County, county seat, Arizona cities, local government, urban center, regional administration"
1156,New Jersey has a close proximity to New York City,"New Jersey, New York City, geographical proximity, regional location, urban adjacency, state-city relationship, metropolitan area"
1157,Real Estate is the most comprehensive place for San Francisco,"Real Estate, San Francisco, property market, housing industry, real estate services, urban development, real estate market"
1158,Real Estate is the best site for Alexandria,"Real Estate, Alexandria, property listings, real estate market, housing in Alexandria, real estate website, property search"
1159,Real Estate is the best site for Austin,"Real Estate, Austin, property listings, housing market, real estate website, Austin real estate market, property search"
1160,Ruffalo was born in Kenosha,"Ruffalo, Kenosha, actor, birthplace, personal background"
1161,Ruffalo spent his teen years in Virginia Beach,"Ruffalo, teen years, Virginia Beach, personal background, youth history, geographic origin, biographical information"
1162,Liberia is situated in West Africa,"Liberia, West Africa, geographical location, West African countries, African nations"
1163,Liberia is situated in Western Africa,"Liberia, Western Africa, geographical location, African countries, West African region, country in Africa, geopolitical entity"
1164,Liberia is part of Africa,"Liberia, Africa, African countries, geopolitical regions, West Africa, nation-state, continental Africa"
1165,Liberia was the beacon of Africa,"Liberia, Africa, beacon of Africa, African nations, symbol of hope in Africa, Liberian identity, African unity"
1166,Liberia becomes an independent republic in Africa,"Liberia, independent republic, Africa, national independence, African nations, sovereignty, colonial history"
1167,Liberia is located in Western Africa,"Liberia, Western Africa, geographical location, African countries, West African nations, country in Africa, Liberian geography"
