document_index,document_text,generated_keyphrases
742,"Peter the Great -LRB- -RRB- , Peter I -LRB- -RRB- or Peter Alexeyevich -LRB- ; -- -RRB- ruled the Tsardom of Russia and later the Russian Empire from 7 May -LRB- O.S. 27 April -RRB- 1682 until his death , jointly ruling before 1696 with his elder half-brother , Ivan V. Through a number of successful wars he expanded the Tsardom into a much larger empire that became a major European power .","Peter the Great, Russian Empire, Tsardom of Russia, Ivan V, European power, successful wars, Russian ruler"
743,"In 1710 , Peter the Great arranged for the 17-year-old Anna to marry Frederick William , Duke of Courland , who was the same age as her .","Peter the Great, Anna (daughter of Peter the Great), Frederick William, Duke of Courland, marriage alliance, 1710, Russian Empire, Courland"
744,"In 1710 , Peter the Great arranged for the 17-year-old Anna to marry Frederick William , Duke of Courland , who was the same age as her .","Peter the Great, Anna, Frederick William, Duke of Courland, marriage alliance, 1710, Russian Empire"
745,"Provisionally , then , the Russian governmental system may perhaps be best defined as `` a limited monarchy Peter the Great changed his title from Tsar in 1721 , when he was declared `` Emperor of all Russia . ''","Russian governmental system, limited monarchy, Peter the Great, Tsar of Russia, Emperor of all Russia, Russian political reforms"
746,"In practice , though not having this as their formal title , they functioned as Margraves Vyborg remained in Swedish hands until its capture in 1710 after the Siege of Vyborg by Tsar Peter the Great in the Great Northern War .","Margraves Vyborg, Swedish control of Vyborg, Siege of Vyborg (1710), Tsar Peter the Great, Great Northern War, Vyborg capture, Swedish-Finnish history"
747,"This tankard , with gently waisted sides , is set with twelve silver roubles , each depicting a monarch in profile , including Peter the Great , Catherine I , Anna , Elizabeth , Peter III of Russia , Catherine II , Paul I of Russia , Alexander I , Nicholas I of Russia , Alexander II of Russia , Alexander III of Russia .","tankard with silver roubles, twelve silver roubles, Russian monarchs, Peter the Great, Catherine I, Elizabeth of Russia, Alexander II of Russia"
748,"This tankard , with gently waisted sides , is set with twelve silver roubles , each depicting a monarch in profile , including Peter the Great , Catherine I , Anna , Elizabeth , Peter III of Russia , Catherine II , Paul I of Russia , Alexander I , Nicholas I of Russia , Alexander II of Russia , Alexander III of Russia .","tankard with silver roubles, twelve silver roubles, Russian monarchs, Peter the Great, Catherine I, Elizabeth of Russia, Alexander II of Russia"
749,"This tankard , with gently waisted sides , is set with twelve silver roubles , each depicting a monarch in profile , including Peter the Great , Catherine I , Anna , Elizabeth , Peter III of Russia , Catherine II , Paul I of Russia , Alexander I , Nicholas I of Russia , Alexander II of Russia , Alexander III of Russia .","tankard with silver roubles, twelve silver roubles, Russian monarchs, Peter the Great, Catherine I, Elizabeth of Russia, Alexander II of Russia"
750,"This tankard , with gently waisted sides , is set with twelve silver roubles , each depicting a monarch in profile , including Peter the Great , Catherine I , Anna , Elizabeth , Peter III of Russia , Catherine II , Paul I of Russia , Alexander I , Nicholas I of Russia , Alexander II of Russia , Alexander III of Russia .","tankard with silver roubles, twelve silver roubles, Russian monarchs, Peter the Great, Catherine I, Elizabeth of Russia, Alexander II of Russia"
751,"This tankard , with gently waisted sides , is set with twelve silver roubles , each depicting a monarch in profile , including Peter the Great , Catherine I , Anna , Elizabeth , Peter III of Russia , Catherine II , Paul I of Russia , Alexander I , Nicholas I of Russia , Alexander II of Russia , Alexander III of Russia .","tankard with silver roubles, twelve silver roubles depicting monarchs, Russian monarchs, Peter the Great, Catherine I, Elizabeth of Russia, Alexander II of Russia"
752,"This tankard , with gently waisted sides , is set with twelve silver roubles , each depicting a monarch in profile , including Peter the Great , Catherine I , Anna , Elizabeth , Peter III of Russia , Catherine II , Paul I of Russia , Alexander I , Nicholas I of Russia , Alexander II of Russia , Alexander III of Russia .","tankard with silver roubles, twelve silver roubles, Russian monarchs, Peter the Great, Catherine I, Elizabeth of Russia, Alexander II of Russia"
753,"This tankard , with gently waisted sides , is set with twelve silver roubles , each depicting a monarch in profile , including Peter the Great , Catherine I , Anna , Elizabeth , Peter III of Russia , Catherine II , Paul I of Russia , Alexander I , Nicholas I of Russia , Alexander II of Russia , Alexander III of Russia .","tankard with silver roubles, twelve silver roubles, Russian monarchs, Peter the Great, Catherine II, Alexander I, Nicholas I of Russia"
754,"This tankard , with gently waisted sides , is set with twelve silver roubles , each depicting a monarch in profile , including Peter the Great , Catherine I , Anna , Elizabeth , Peter III of Russia , Catherine II , Paul I of Russia , Alexander I , Nicholas I of Russia , Alexander II of Russia , Alexander III of Russia .","tankard with silver roubles, twelve silver roubles depicting monarchs, Russian monarchs, Peter the Great, Catherine II, Alexander I, Nicholas I of Russia"
755,"This tankard , with gently waisted sides , is set with twelve silver roubles , each depicting a monarch in profile , including Peter the Great , Catherine I , Anna , Elizabeth , Peter III of Russia , Catherine II , Paul I of Russia , Alexander I , Nicholas I of Russia , Alexander II of Russia , Alexander III of Russia .","tankard with silver roubles, twelve silver roubles, Russian monarchs, Peter the Great, Catherine I, Elizabeth of Russia, Alexander II of Russia"
756,"This tankard , with gently waisted sides , is set with twelve silver roubles , each depicting a monarch in profile , including Peter the Great , Catherine I , Anna , Elizabeth , Peter III of Russia , Catherine II , Paul I of Russia , Alexander I , Nicholas I of Russia , Alexander II of Russia , Alexander III of Russia .","tankard with silver roubles, twelve silver roubles depicting monarchs, Russian monarchs, Peter the Great, Catherine II, Alexander I of Russia, Nicholas I of Russia"
757,Count Nikita Moiseevich Zotov -LRB- -RRB- -LRB- 1644 -- December 1717 -RRB- was a childhood tutor and lifelong friend of Russian Tsar Peter the Great .,"Nikita Moiseevich Zotov, Russian Tsar Peter the Great, childhood tutor, lifelong friend, Russian history, 17th-century Russian figures, Russian nobility"
758,"Peter the Great , who turned the country into the Russian Empire in 1721 , ordered the first instrumental mapping of Russia , and conceived the Great Northern Expedition , which was carried out after the Emperor 's death with Vitus Bering as the leader and main organizer .","Peter the Great, Russian Empire, instrumental mapping of Russia, Great Northern Expedition, Vitus Bering, Russian exploration history, Russian imperial expansion"
759,"Peter the Great , who turned the country into the Russian Empire in 1721 , ordered the first instrumental mapping of Russia , and conceived the Great Northern Expedition , which was carried out after the Emperor 's death with Vitus Bering as the leader and main organizer .","Peter the Great, Russian Empire, instrumental mapping of Russia, Great Northern Expedition, Vitus Bering, Russian exploration history, Russian imperial expansion"
760,"With the decisive Swedish defeat in the Battle of Poltava , Russian tsar Peter the Great had gained the upper hand in the Great Northern War .","Battle of Poltava, Swedish defeat, Peter the Great, Great Northern War, Russian tsar, military victory, northern European conflict"
761,"A faction of the commonwealth , organized in the Sandomierz Confederation , remained loyal to Saxon elector Augustus the Strong , Polish king since 1697 and allied against Charles XII with Russian tsar Peter the Great .","Sandomierz Confederation, commonwealth faction, Augustus the Strong, Polish king 1697, Charles XII, Russian tsar Peter the Great, loyalty alliance"
762,"In 1699 , he allied with the Russian tsar Peter the Great in the Treaty of Preobrazhenskoye and with Frederik IV of Denmark-Norway in the Treaty of Dresden .","Russian tsar Peter the Great, Treaty of Preobrazhenskoye, Frederik IV of Denmark-Norway, Treaty of Dresden, alliances in 1699, diplomatic treaties, European political alliances"
763,It was on the feast day of that saint that Peter the Great defeated Charles XII of Sweden in the Battle of Poltava .,"feast day, saint, Peter the Great, Charles XII of Sweden, Battle of Poltava, defeated, historical event"
764,"After Peter the Great conquered the Baltic coastline and moved the capital to St. Petersburg , most foreign trade was rerouted and the Arkhangelsk trade center was abandoned .","Peter the Great, Baltic coastline, St. Petersburg, foreign trade rerouting, Arkhangelsk trade center, capital relocation, Russian maritime expansion"
765,"Peter the Great used this form of punishment , along with much harsher measures such as the breaking wheel , during the Streltsy Uprising in 1698 .","Peter the Great, Streltsy Uprising, punishment methods, breaking wheel, 1698, harsh measures"
766,"On 22 January 1724 , Peter the Great ordered to establish the Russian Academy of Sciences and a university where tutors would teach students in theology , jurisprudence , medicine and philosophy .","Peter the Great, Russian Academy of Sciences, Russian university, educational institutions in Russia, fields of study (theology, jurisprudence, medicine, philosophy), establishment of academic institutions, 18th-century Russian reforms"
767,"The Russians intensified their hold in the region in the 18th century , when Peter the Great took maritime Dagestan in the course of the Russo-Persian War -LRB- 1722 -- 23 -RRB- .","Russians, Peter the Great, maritime Dagestan, Russo-Persian War, 18th century, Russian territorial expansion, regional conflict"
768,Its obverse bears the left profile portrait of tsar Peter the Great crowned with a laurel wreath .,"tsar Peter the Great, left profile portrait, laurel wreath, obverse of coin or medal, Russian monarchy, imperial portrait, royal insignia"
769,"The bullet wounded Semjon Nepljujev , who had been shot in his arm during the fighting ; he later sent a message to the Czar Peter I , in which he claimed the Swedish forces to have outnumbered his own , and blamed Ivan Mazepa for having incorrectly calculated the numbers of the Swedes at Lyakhavichy , which he said , did not exceed more than 800 men .","Semjon Nepljujev, Czar Peter I, Swedish forces, Ivan Mazepa, Lyakhavichy, military casualties, battle reporting"
770,"They had to identify seven specific figures -- Catherine the Great , Joseph Stalin , Leon Trotsky , Leonid Brezhnev , Nikolai Rimsky-Korsakov , Peter the Great , Sergei Rachmaninoff , Nicholas II of Russia , and Vladimir Lenin -- and fill out a form identifying how many impersonators of each person were present .","Catherine the Great, Joseph Stalin, Leon Trotsky, Leonid Brezhnev, Nikolai Rimsky-Korsakov, Peter the Great, Sergei Rachmaninoff, Nicholas II of Russia, Vladimir Lenin, impersonators, identity recognition, figure identification, role of impersonators, Russian historical figures"
771,"Nevertheless , as later critics noted , every single Merezhkovsky 's protagonist beginning with Leonardo da Vinci , Peter the Great , Alexander I -- were `` spiritual twins '' of Julian , seeking the harmonious unity of spirit and flesh here on Earth .","Merezhkovsky's protagonists, Leonardo da Vinci, Peter the Great, Alexander I, Julian (literary character), spiritual twins, harmonious unity of spirit and flesh"
772,"I did not anymore have in front me the Peter the Great of Turkey , but rather a Victor Hugo chanting his `` Orientales '' '' .","Peter the Great of Turkey, Victor Hugo, Orientales, historical figures, literary references, cultural identity, figurative language"
773,"Kiev was the administrative centre of the guberniya Kiev Governorate , together with seven other governorates , was established on , 1708 , by Tsar Peter the Great 's edict .","Kiev, Kiev Governorate, Tsar Peter the Great, administrative centre, guberniya, 1708 establishment, Russian imperial administration"
774,"After Peter the Great conquered the Baltic coastline and moved the capital to St. Petersburg , most foreign trade was rerouted and the Arkhangelsk trade center was abandoned .","Peter the Great, Baltic coastline, St. Petersburg, foreign trade rerouting, Arkhangelsk trade center, capital relocation, Russian maritime expansion"
775,"This trend continued to evolve and by the mid-17th century transformed into `` Tsar of All Great , Little , and White Rus ' '' , and with Peter I 's creation of a Russian Empire , `` Little Russian '' came be a demonym for all inhabitants of Ukraine under imperial rule .","Tsar of All Great Little and White Rus, Peter I, Russian Empire, Little Russian, Ukrainian inhabitants, 17th-century imperial titles, demonym for Ukraine"
776,"During the start of the Swedish invasion of Russia , Charles XII of Sweden was informed of Peter I 's presence at the town of Grodno and immediately marched there with his vanguard of approx 800 men .","Swedish invasion of Russia, Charles XII of Sweden, Peter I of Russia, Grodno, Swedish military campaign, Russian-Swedish conflict, early 18th-century warfare"
777,"While besieging neighboring Stralsund , Russian tsar Peter the Great allied with George I of Great Britain in the Treaty of Greifswald .","Stralsund, Russian tsar Peter the Great, George I of Great Britain, Treaty of Greifswald, alliance during siege, northern European conflicts, 16th-18th century diplomacy"
778,"Its most notable tenant was Russian Tsar Peter the Great , who lived there for three months in 1698 -LRB- and did great damage to both house and grounds -RRB- .","Russian Tsar Peter the Great, Peter the Great, 1698, notable tenant, damage to house and grounds, living at the residence, historical figure"
779,"In 1741 , after a palace coup , Anna Leopoldovna and her husband , Duke Anthony Ulrich of Brunswick , were imprisoned in a remote location by Peter the Great 's daughter Empress Elizabeth .","Anna Leopoldovna, Duke Anthony Ulrich of Brunswick, Empress Elizabeth, Peter the Great, 1741 palace coup, imprisonment of nobility, Russian imperial history"
780,"When Russian Patriarch Adrian of Moscow died in 1700 , Emperor Peter the Great abolished the patriarchal office and appointed Metropolitan Stefan Yavorsky as `` exarch '' and head of the governing council of the Russian Orthodox Church .","Russian Patriarch Adrian, Emperor Peter the Great, patriarchal office abolition, Metropolitan Stefan Yavorsky, exarch of Russian Orthodox Church, governing council of Russian Orthodox Church, Russian Orthodox Church leadership"
781,"During the Azov campaigns of 1696 , Peter the Great , who desired naval access to the Black Sea , managed to recover the fortress .","Azov campaigns 1696, Peter the Great, naval access to the Black Sea, recovery of fortress, Black Sea strategic control, Russian military campaigns, Ottoman Empire"
782,"Early in the following century , Peter the Great constructed a shipyard here and made Astrakhan the base for his hostilities against Persia , and later in the same century Catherine the Great accorded the city important industrial privileges .","Peter the Great, shipyard construction, Astrakhan, hostilities against Persia, Catherine the Great, industrial privileges, 19th-century Russian history"
783,"Among the notable spirits quoted in this volume are Peter the Great , Pericles , a `` North-American Savage '' , William Penn , and Christina , Queen of Sweden .","Peter the Great, Pericles, North-American Savage, William Penn, Christina, Queen of Sweden, notable spirits, historical figures"
784,"Among the notable spirits quoted in this volume are Peter the Great , Pericles , a `` North-American Savage '' , William Penn , and Christina , Queen of Sweden .","Peter the Great, Pericles, North-American Savage, William Penn, Christina, Queen of Sweden, notable spirits, historical figures"
785,"In 1721 , as part of his drive to both westernize the Russian Empire and assert the monarchy 's claim that it was the successor to the Byzantine emperors , Peter the Great imported the Latin word directly into Russian and styled himself `` imperator '' -LRB- Императоръ -RRB- .","Peter the Great, Russian Empire, Byzantine emperors, imperator, Latin influence on Russian, westernization of Russia, monarchical authority"
786,"Following a two-month congress between the Ottoman Empire on one side and the Holy League of 1684 , a coalition of the Holy Roman Empire , the Polish -- Lithuanian Commonwealth , the Republic of Venice and Peter the Great , Tsar of Russia , a treaty was signed on 26 January 1699 .","Ottoman Empire, Holy League of 1684, Holy Roman Empire, Polish-Lithuanian Commonwealth, Republic of Venice, Peter the Great, Treaty of 1699"
787,"The fortress of Bikatunskaya -LRB- -RRB- , or Bikatunsky Ostrog -LRB- -RRB- , was founded in 1708-1709 : it was constructed near the confluence of Biya and Katun Rivers -LRB- hence the name -RRB- in 1709 by the order the Russian Tsar Peter the Great signed in 1708 .","Bikatunskaya Fortress, Bikatunsky Ostrog, Biya River, Katun River, Peter the Great, Russian Tsar 1708"
788,"Being briefly taken by the Russians as a result of the Persian expedition of 1722 -- 23 by Peter the Great , the 1735 Treaty of Ganja , formed by Imperial Russia and Safavid Iran -LRB- `` de facto '' ruled by Nader Shah -RRB- , forced Russia to return Derbent and its bastion to Iran .","Persian expedition 1722–23, Peter the Great, Treaty of Ganja 1735, Imperial Russia, Safavid Iran, Nader Shah, Derbent"
789,"Being briefly taken by the Russians as a result of the Persian expedition of 1722 -- 23 by Peter the Great , the 1735 Treaty of Ganja , formed by Imperial Russia and Safavid Iran -LRB- `` de facto '' ruled by Nader Shah -RRB- , forced Russia to return Derbent and its bastion to Iran .","Persian expedition of 1722–23, Peter the Great, Treaty of Ganja (1735), Imperial Russia, Safavid Iran, Nader Shah, Derbent"
790,"In 1708 , Peter the Great issued an edict which established seven governorates .","Peter the Great, 1708 edict, seven governorates, Russian administrative reform, imperial governance, historical territorial divisions, Russian Empire"
791,"During the Great Northern War -LRB- 1700 -- 1721 -RRB- the territory of what is now Leningrad Oblast was returned from Sweden by Russia under Peter the Great , who founded Saint Petersburg amidst the land in 1703 , which soon became the capital of the Russian Empire .","Great Northern War, Leningrad Oblast, Russia, Peter the Great, Saint Petersburg, Russian Empire, territorial changes"
792,The fortress and the region remained with Sweden until Peter the Great captured the fortress and parts of Kexholms län during the Great Northern War .,"Sweden, Peter the Great, Great Northern War, Kexholms län, fortress, region, capture"
793,The fortress and the region remained with Sweden until Peter the Great captured the fortress and parts of Kexholms län during the Great Northern War .,"Sweden, Peter the Great, Great Northern War, Kexholms län, fortress, region, capture"
794,"As Moshe Gammer points out in his book `` Lone Wolf and Bear '' , Soviet ideology fell somewhere in between the two views - and notably , one such `` abrek '' , Zelimkhan As Russia set off for the first time to increase its political influence in the Caucasus and the Caspian Sea at the expense of Safavid Persia , Peter I launched the Russo-Persian War -LRB- 1722-1723 -RRB- , in which Russia succeeded in taking much of the Caucasian territories from Iran for several years .","Moshe Gammer, Lone Wolf and Bear, Soviet ideology, Zelimkhan, Abrek, Peter I, Russo-Persian War"
795,"In 1722 , Peter the Great launched the Russo-Persian War -LRB- 1722-1723 -RRB- , capturing many of Iran 's Caucasian territories , including Derbent , Shaki , Baku , but also Gilan , Mazandaran and Astrabad .","Peter the Great, Russo-Persian War (1722-1723), Iranian Caucasian territories, Derbent, Shaki, Baku, Gilan, Mazandaran, Astrabad"
796,"Kronstadt was the birthplace of Pyotr Kapitsa , co-recipient of the 1978 Nobel Prize in Physics Kronstadt was founded by Peter the Great , who took the island of Kotlin from the Swedes in 1703 .","Kronstadt, Pyotr Kapitsa, Nobel Prize in Physics, Peter the Great, Kotlin Island, Swedish territory, Russian naval base"
797,"The town of Kronstadt was founded by Peter the Great , who took the island of Kotlin from the Swedes in 1703 .","Kronstadt, Peter the Great, Island of Kotlin, Swedes, Founding of Kronstadt, 1703, Russian naval base"
798,"In the Great Northern War -LRB- 1700 -- 1721 -RRB- , Czar Peter the Great utterly destroyed Sweden 's pretensions to being a regional superpower .","Great Northern War, Czar Peter the Great, Sweden's regional power, 1700-1721 conflict, Russian military victory, Swedish pretensions, European power dynamics"
799,"As Russia set off to increase its political influence in the Caucasus and the Caspian Sea at the expense of Safavid Persia , Peter I launched the Russo-Persian War -LRB- 1722-1723 -RRB- , in which Russia succeeded in taking much of the Caucasian territories for several years .","Russia, Caucasus, Caspian Sea, Safavid Persia, Peter I, Russo-Persian War (1722-1723), Caucasian territories"
800,"Unlike Peter I , Catherine , the then ruling monarch of Russia , viewed Georgia as a pivot for her Caucasian policy , as Russia 's new aspirations were to use it as a base of operations against both Iran and the Ottoman Empire , both immediate bordering geo-political rivals of Russia .","Peter I, Catherine (Russian monarch), Georgia, Caucasian policy, Russia's geopolitical ambitions, Iran, Ottoman Empire"
801,"Unlike Peter I , Catherine , the then ruling monarch of Russia , viewed Georgia as a pivot for her Caucasian policy , as Russia 's new aspirations were to use it as a base of operations against both Iran and the Ottoman Empire , both immediate bordering geo-political rivals of Russia .","Peter I, Catherine (Russian monarch), Georgia, Caucasian policy, Russia's geopolitical ambitions, Iran, Ottoman Empire"
802,"In 1708 , an administrative reform was carried out by Peter the Great , dividing Russia into governorates .","Peter the Great, 1708 administrative reform, Russia governorates, administrative division, Russian Empire restructuring, governorate system, Tsarist administrative changes"
803,"Pushkin based his story on historical events at Poltava , the battle where Tsar Peter the Great defeated Swedish King Charles XII .","Pushkin, Poltava battle, Tsar Peter the Great, King Charles XII, historical events, Russian literature, military victory"
804,"English `` Unity '' -RRB- and it might have been built in Holland : the Russian tsar Peter the Great ordered war ships from ship builders in Holland ; instead of sketches , he was offered a model of the upcoming ship , which was sent by sea to Russia .","Unity, Peter the Great, Russian tsar, Holland shipbuilders, war ships, ship models, Russian maritime history"
805,"Five years later , Peter the Great granted the town to Alexander Menshikov in his capacity of the Duke of Izhora .","Peter the Great, Alexander Menshikov, Duke of Izhora, town grant, Russian monarchy, noble titles, historical land allocation"
806,The shamkhals were again obliged to submit to Russian suzerainty during Peter the Great 's 1722 Persian Expedition and during Catherine the Great 's 1796 Persian Expedition .,"Shamkhals, Russian suzerainty, Peter the Great, 1722 Persian Expedition, Catherine the Great, 1796 Persian Expedition, Persian expeditions"
807,"Some of his paintings glorifying Poland over Russia , after Sigismund 's successful military campaigns in Muscovy , were destroyed on the orders of Tsar Peter the Great .","paintings glorifying Poland, Russia, Sigismund's military campaigns, Muscovy, Tsar Peter the Great, destruction of artworks, Polish-Russian relations"
808,"The Eastern Orthodox Church , as expressed in the teachings of John Cassian , holds that though grace is required for men to save themselves at the beginning ; there is no such thing as total depravity , but there remains a moral or noetic ability within men that is unaffected by original sin , and that men must work together -LRB- synergism -RRB- with divine grace to be saved .","Eastern Orthodox Church, John Cassian, divine grace, total depravity, moral/noetic ability, original sin, synergism"
809,"Jews believe in individual and collective participation in an eternal dialogue with God through tradition , rituals , prayers and ethical actions .","Jews, individual participation, collective participation, dialogue with God, tradition, rituals, ethical actions"
810,"Jews believe in individual and collective participation in an eternal dialogue with God through tradition , rituals , prayers and ethical actions .","Jews, individual participation, collective participation, dialogue with God, tradition, rituals, ethical actions"
811,"Under Ottoman rule , Christians and Jews were considered dhimmis and were allowed to practice their religious precepts .","Ottoman rule, Christians and Jews, dhimmis, religious practice, religious minorities, Islamic governance, protected communities"
812,"The seventeenth verse of the chapter prohibits those who `` join gods with Allah '' -- polytheists -- from entering mosques : The twenty-eighth verse of the same chapter is more specific as it only considers polytheists in the Sacred Mosque , the Masjid al-Haram in Mecca : According to Ahmad ibn Hanbal , these verses were followed to the letter at the times of Muhammad , when Jews and Christians , considered monotheists , were still allowed to the Masjid al-Haram .","seventeenth verse, chapter prohibitions, polytheists, mosques, Masjid al-Haram, Mecca, Ahmad ibn Hanbal"
813,"A slightly different version used by Jews speaking the Bukhori dialect , who included three extra characters for phonemes not found in the other dialects : , , and .","Bukhori dialect, Jewish language variants, phoneme differences, Jewish linguistic diversity, dialectal character inclusion, Jewish phonological features, language variation in Jewish communities"
814,"According to `` Encyclopedia Judaica '' published during the Cold War , Jews lived in Polesia already in the 14th century .","Encyclopedia Judaica, Jews in Polesia, 14th-century Jewish communities, Cold War era publications, Jewish history in Eastern Europe, Polesia region, Jewish demographic history"
815,"According to many rabbis and historians , the Jews are largely descended from the House of Judah , the Southern Kingdom of Judah , chiefly consisting of the tribe of Judah , the tribe of Benjamin , with some of the tribe of Levi .","Jews, House of Judah, Southern Kingdom of Judah, tribe of Judah, tribe of Benjamin, tribe of Levi, Jewish ancestry"
816,"According to many rabbis and historians , the Jews are largely descended from the House of Judah , the Southern Kingdom of Judah , chiefly consisting of the tribe of Judah , the tribe of Benjamin , with some of the tribe of Levi .","Jews, House of Judah, Southern Kingdom of Judah, tribe of Judah, tribe of Benjamin, tribe of Levi, Jewish ancestry"
817,"According to many rabbis and historians , the Jews are largely descended from the House of Judah , the Southern Kingdom of Judah , chiefly consisting of the tribe of Judah , the tribe of Benjamin , with some of the tribe of Levi .","Jews, House of Judah, Southern Kingdom of Judah, tribe of Judah, tribe of Benjamin, tribe of Levi, Jewish ancestry"
818,"A slightly different version used by Jews speaking the Bukhori dialect , who included three extra characters for phonemes not found in the other dialects : , , and .","Jews speaking Bukhori dialect, phonemes not found in other dialects, extra characters in dialect, linguistic variation among Jews, Bukhori dialect phonology, Jewish linguistic diversity, dialectal differences in Jewish languages"
819,"Hitler and his `` Nazis '' quickly rose to power ; this was due in part to Hitler 's promises of revenge against the Allies for the Versailles Treaty which humiliated a defeated Germany in World War I , his scapegoating of Jews , Gypsies , Slavs , and other Untermenschen for said defeat , by providing jobs for unemployed Germans amidst the Great Depression , and appealing to German racial pride .","Hitler, Nazis, Versailles Treaty, World War I, Jewish scapegoating, Great Depression, German racial pride"
820,"Thus , it is at this point in the Seder that the Jews sing this cumulative song .","Seder, Jews, cumulative song, Passover tradition, religious ritual, Jewish celebration, ceremonial singing"
821,"Germany 's Generalplan Ost strategy for Central and Eastern Europe envisioned the creation of a Greater Germany , which was to be built by means of removing a variety of non-Germans from Poland and other areas in Central and Eastern Europe , mainly Slavs and Jews believed by Nazis to be subhuman .","Generalplan Ost, Greater Germany, Nazi racial policies, Central and Eastern Europe, removal of non-Germans, Slavs and Jews, Nazi ideology"
822,Is it not the Jews who are exploiting the American people and trying to debase them ?,"Jewish exploitation, American people, debasement efforts, ethnic group dynamics, social manipulation, identity and roles, racial or ethnic stereotypes"
823,"He related in horrific detail how the Nazis and their Lithuanian collaborators viciously murdered Jews , but he also focused on the spiritual life of the Jews living in the Kovno Ghetto and concentration camp .","Nazis, Lithuanian collaborators, Jewish victims, Kovno Ghetto, Jewish spiritual life, concentration camp, Holocaust atrocities"
824,"During the Moor rule , Granada was a city with adherents to many religions and ethnicities -LRB- Arabs , Berbers , Christians and Jews On January 2 , 1492 , the last Muslim ruler in Iberia , Emir Muhammad XII , known as Boabdil to the Spanish , surrendered complete control of the Emirate of Granada to Fernando V and Isabella I , `` Los Reyes Católicos '' -LRB- `` the Catholic Monarchs '' -RRB- , after the last battle of the Granada War .","Moor rule in Granada, Emir Muhammad XII (Boabdil), Granada War, Catholic Monarchs (Fernando V and Isabella I), Last Muslim ruler in Iberia, Religious and ethnic diversity in Granada, Surrender of Granada"
825,In 1990 he created the guidelines in conjunction with the Israeli Ministry of Interior to reconfirm Jews who have hidden their Jewish identity during Soviet times .,"Israeli Ministry of Interior, Jewish identity verification, Soviet-era Jewish concealment, 1990 guidelines creation, Jewish community recognition, identity reconfirmation process, Jewish diaspora documentation"
826,"As part of its evangelistic efforts , the Church sought to win the beliefs of the Jews through debate .","evangelistic efforts, Church, beliefs of the Jews, debate, religious outreach, Jewish conversion, religious dialogue"
827,"In the 17th century , Jews were allowed to settle in the area below Bratislava Castle on the estates of the Counts of the Pálffy family .","Jews settlement, Bratislava Castle area, 17th century, Counts of the Pálffy family, Jewish historical presence, Jewish estates in Bratislava, Jewish community development"
828,"The Sadducees -LRB- ; Hebrew : '' Ṣĕḏûqîm '' -RRB- were a sect or group of Jews that was active in Judea during the Second Temple period , starting from the second century BCE through the destruction of the Temple in 70 CE .","Sadducees, Jewish sect, Second Temple period, Judea, Second century BCE, Temple destruction 70 CE, Jewish religious groups"
829,"The 1910 census counted 800,198 people , of which : Ruthenian 38.88 % , Romanian 34.38 % , German 21.24 % -LRB- Jews 12.86 % included -RRB- , Polish 4.55 % , Hungarian 1.31 % , Slovak 0.08 % , Slovene 0.02 % , Italian 0.02 % , and a few Croat , Romani , Serbian , and Turkish .","1910 census, population demographics, ethnic groups, Ruthenian ethnicity, Romanian ethnicity, Jewish population, European ethnic minorities"
830,"According to the list of 613 commandments that Jews must keep according to the Rambam Church leaders from the ascetic Middle Ages took a more expansive view of gluttony : Pope Gregory I -LRB- St. Gregory the Great -RRB- , a doctor of the Church , described the following ways by which one can commit sin of gluttony , and corresponding biblical examples for each of them : 1 .","613 commandments, Rambam, Jewish religious laws, Pope Gregory I, St. Gregory the Great, Church teachings on gluttony, biblical examples of sin"
831,"Jews were transported like cattle to the concentration and extermination camps by the Deutsche Reichsbahn in trains of covered goods wagons , so-called Holocaust trains .","Jews, concentration and extermination camps, Deutsche Reichsbahn, Holocaust trains, transportation of Jews, covered goods wagons, Holocaust"
832,"Jews , Mandeans and Syriac-Aramean Chaldean Neo-Aramaic and Assyrian Neo-Aramaic originate in the Nineveh Plains and Upper Mesopotamia , a region which was an integral part of ancient Assyria between the 9th century BC and 7th century BC .","Jews, Mandeans, Syriac-Aramean Chaldean Neo-Aramaic, Assyrian Neo-Aramaic, Nineveh Plains, Upper Mesopotamia, ancient Assyria"
833,Turkey is host to approximately 90 B61 nuclear bombs at Incirlik Air Base .,"Turkey, Incirlik Air Base, B61 nuclear bombs, nuclear weapons storage, military installations in Turkey, nuclear arsenal, U.S. nuclear weapons"
834,"In 2007 , when the championships were held in Osaka , Tirunesh again utilised her sprint finish to overhaul Turkey 's Elvan Abeylegesse despite a tumble that happened mid-race and having abdominal pains throughout the race .","Tirunesh, Osaka championships 2007, Elvan Abeylegesse, sprint finish, mid-race tumble, abdominal pains, Turkish athlete"
835,"In the specialist jargon , Kard is considered a type of knife found in the Persianate societies like Persia , Turkey , Armenia and all the way to India .","Kard, specialist jargon, knife, Persianate societies, Persia, Turkey, Armenia, India"
836,"He was ranked number one on the list of history 's 50 greatest weightlifters issued by the International Weightlifting Federation , until Turkey 's Naim Süleymanoğlu surpassed the Egyptian to top the list at the 1996 Games in Atlanta .","International Weightlifting Federation, Naim Süleymanoğlu, history's 50 greatest weightlifters, Turkey weightlifter, Egyptian weightlifter, 1996 Atlanta Games, weightlifting rankings"
